Images,Method_name,Category,Compartment,Fisrt_name,Last_name,Affiliation,Institute_Acronym,Country,Citation,Project,Eq_name,Analysis_date,Categorised_result,Polymer_type_of_particle_original,Eq_specification,Color,Color_original,Shape,Morphology_original,Size_fraction,Size_range_from_μm,Size_range_to_μm,Size_dimension
12aW1S7Cv6rEd1C-KBd3f4u-JYhlnXxPd,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PE,PE,NA,Green,Green,Sphere,Sphere,NA,NA,NA,nominal
13COoH84w81BUawyQLb_OsmkjkeAziAfm,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PE,PE,NA,Green,Green,Sphere,Sphere,NA,NA,NA,nominal
13L_VDaMwB-_V07xFpAuM-lNqXtTxWLHQ,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PS,PS,NA,Transparent,Clear,Sphere,Sphere,NA,NA,NA,nominal
13F_aYB2juqa-riU1n4qgpybqhRf5Kctq,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PS,PS,NA,Transparent,Clear,Sphere,Sphere,NA,NA,NA,nominal
13P0PIXMxkZ2yQXxaokCcu_PBHn8db5py,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PE,PE,NA,White,White,Sphere,Sphere,NA,NA,NA,nominal
13_5uL2r-r5h-rPlwWHmLemv2aE_2b9zJ,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PE,PE,NA,White,White,Sphere,Sphere,NA,NA,NA,nominal
12078LlQuGBNm53idST39cRoCMDpsz028,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PS,PS,NA,Transparent,Clear,Sphere,Sphere,NA,NA,NA,nominal
122FzgQP2j6x_JrYqn6TOogMexH7erkrZ,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PE,PE,NA,Green,Green,Sphere,Sphere,NA,NA,NA,nominal
122rbljeASdBXhSulRvU2EI-pVJQXXjj5,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PE,PE,NA,White,White,Sphere,Sphere,NA,NA,NA,nominal
1247BvILxrDV5Usc2RJOO02tO3qZMPs2i,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PE,PE,NA,Green,Green,Sphere,Sphere,NA,NA,NA,nominal
125EEw84vSOMV9F9z-ok90OdVBOFiExPr,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
12gSHY0fWDJnlLFY6H8BHRG_ti7hbRdmQ,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PS,PS,NA,Blue,Blue,Fragment,Fragment,NA,NA,NA,nominal
11oip1HqfZlp6KHdLnLg3iuJ2_y0lK_9q,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,Organic Matter,cotton,NA,Red,Red,Fiber,Fiber,NA,NA,NA,nominal
11n23yRQdiTxniJjweTITYsued7CTpsiE,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,Organic Matter,bunny fur,NA,White,White,Fiber,Fiber,NA,NA,NA,nominal
10KLYROn9Pw-ONFTFYlMJAe1obSZESGjr,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
10P310JRDb1EKqhxlcocHJZW8kAxMj18X,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
10RcljegNLSW3FP-mb27_JoWQvf52mS_g,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
10bS6YX46S3kh8pUGTQTRkY5fkI7Lhyls,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PE,PE,NA,White,White,Sphere,Sphere,NA,NA,NA,nominal
10d6s9HI57g5316YlZPUt62QEN_cH7um7,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PE,PE,NA,White,White,Sphere,Sphere,NA,NA,NA,nominal
10qY_p9WTu_t-gloUnLfWFM-HvX1VlG-c,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PE,PE,NA,White,White,Sphere,Sphere,NA,NA,NA,nominal
112OwdeSbozb9xtZ0ed6rwyrfG-SNMbaP,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
1172B339xGOzh4PgexnV6hS8-OeV6_Ns-,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,Organic Matter,cotton,NA,Red,Red,Fiber,Fiber,NA,NA,NA,nominal
1--FcfTP2kUMjgBw2NvDyumjzfAeL3f73,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,Organic Matter,cotton,NA,Red,Red,Fiber,Fiber,NA,NA,NA,nominal
1-Acvkplx25WxFhuP97_kIwz2aXmI1Ese,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PET,PET,NA,Orange,Orange,Fiber,Fiber,NA,NA,NA,nominal
1-FLkzwy8u_gZw6blXvxmqZ5YFU9WtINH,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
1-GJCODOz5a-FDXhKb_Qvl4BewbPEm2Cj,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,Organic Matter,bunny fur,NA,White,White,Fiber,Fiber,NA,NA,NA,nominal
1-GLxtmrznnjxo3B71dS0TLcYXzK8SNXB,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PET,PET,NA,Orange,Orange,Fiber,Fiber,NA,NA,NA,nominal
1-J6VH1nBH0Ef0Q10eNlEmw98E2NgVFti,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,Organic Matter,bunny fur,NA,White,White,Fiber,Fiber,NA,NA,NA,nominal
1-K4mNAYHWvcWBR9i7n8VUkPtJKPfp5r3,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
1-NNEzGZRvE0Wjy9JjecWx029PKd5R3fN,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
1-SQ5hvRp50GUEoj5U660E9FxhPG24uGF,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,Organic Matter,bunny fur,NA,White,White,Fiber,Fiber,NA,NA,NA,nominal
1-XmDqZTbCqBK2bve6MtxlaJUoEUEW5nA,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,Organic Matter,cotton,NA,Red,Red,Fiber,Fiber,NA,NA,NA,nominal
1-a1_COu_vG1XA1FgKxB6lSN9P0FE9qu8,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,Organic Matter,cotton,NA,Red,Red,Fiber,Fiber,NA,NA,NA,nominal
1-cVyQ7gUuvY0FTIwCVLcCQh8UCRiAMn6,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
1-qI26_SQMZ00czj41mcGltNHx_QLj5gv,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PS,PS,NA,White,White,Fragment,Fragment,NA,NA,NA,nominal
1-xNTcMvK5qeCj1J0lpr8DFHYMcPVc2ON,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PET,PET,NA,Orange,Orange,Fiber,Fiber,NA,NA,NA,nominal
1znT5iZq-bwldX3b8xEMhJS7TR5neo3lF,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PET,PET,NA,Orange,Orange,Fiber,Fiber,NA,NA,NA,nominal
1zoP-Yj3JA4HnT_BCNJfGQwciwI6EjD64,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,Organic Matter,cotton,NA,Red,Red,Fiber,Fiber,NA,NA,NA,nominal
1zrGLHWYcyZVFuJAIkEaiKiSJhiBYBZxF,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PE,PE,NA,White,White,Sphere,Sphere,NA,NA,NA,nominal
1zy-rfCzUv-DLmgkyT6-raXt4jKknHeHX,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PE,PE,NA,White,White,Sphere,Sphere,NA,NA,NA,nominal
1Lkte6SKg1SW1YMk09id0yqqF26naCHS-,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PE,PE,NA,White,White,Sphere,Sphere,NA,NA,NA,nominal
1CdodIKwVmIClXMEvLVMFWsCgoy97jGTO,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PE,PE,NA,White,White,Sphere,Sphere,NA,NA,NA,nominal
1BxOZWavbx9xNXU-hvff3fmOJwaB-wLxg,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PE,PE,NA,Green,Green,Sphere,Sphere,NA,NA,NA,nominal
1YrsrISZaVQVRehPz_afkFhOpUhSTmGNp,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PS,PS,NA,White,White,Fragment,Fragment,NA,NA,NA,nominal
1sV2b0IU6DJuMBbVEP8IxObVBqqfOS8Eb,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PET,PET,NA,White,White,Fragment,Fragment,NA,NA,NA,nominal
1m0vgR3_cT8oTaQGpTALLcc2ZcQ_0fhvT,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PE,PE,NA,White,White,Sphere,Sphere,NA,NA,NA,nominal
1aR6ZMblWDdRGmX1DX1DtgkmXISbM4U7z,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PE,PE,NA,White,White,Sphere,Sphere,NA,NA,NA,nominal
1jdtdmICS-9gqzdLqVxpo-wGK8UQCLEiV,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PE,PE,NA,White,White,Sphere,Sphere,NA,NA,NA,nominal
1wzIqnhLL6oktx7mbL3wn_zw7K1a7iOJq,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PE,PE,NA,Green,Green,Sphere,Sphere,NA,NA,NA,nominal
1Zl9DNuKiaDxnvQRIautdE7zgtZkD7s8T,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PE,PE,NA,White,White,Sphere,Sphere,NA,NA,NA,nominal
19Ya9juOOUnvEVJoTYTG8iAGxu3vcXLJw,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PE,PE,NA,White,White,Sphere,Sphere,NA,NA,NA,nominal
1z2b2H-Zn6Hq_POki8cYXtEcjXYlN1GYn,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PE,PE,NA,White,White,Sphere,Sphere,NA,NA,NA,nominal
1z3ylGm_gsz5TPoa4MzP81bGKj3_qduv1,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PE,PE,NA,White,White,Sphere,Sphere,NA,NA,NA,nominal
12hSsVhikS4DqVbglVBxuQw7S5nRWe3PC,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PE,PE,NA,White,White,Sphere,Sphere,NA,NA,NA,nominal
1182LWeXSGRrTEi8KVUQqIZaLIzgZzLHg,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
11DuofQ9pUfntITX-LHnFmspFwhph7dFS,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
11f4eVCCosdkaHP2WxHbG5NfL2QScl-37,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
11_C3XGLnUxu7OP265Dv5davO01IQ0ZR3,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
1zHo1M2Yt-tQeiXK9Vlzy4lnTPph8MgQv,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
1zHtcF4hlK_TZBO_IDUq5_vkp7bGAxZhQ,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PET,PET,NA,Orange,Orange,Fiber,Fiber,NA,NA,NA,nominal
1zVmpC9uvUn5Q6ZRwfpWTAKxJNx85m-Za,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
1zWwTINucXgKAzJMEX_qW5IKevLixh6yT,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
1z_hSSg4Qq0J221qtcd_ndNV80RuXe0UH,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
1z_rRkVR2-Bx_qnoKExYHLGzZRh1nE8dg,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
1zbOtMnmH1NQS0tpWOW3GJUfvf9Yixnqy,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
1zi3RqaYNChb86nHeu9lFwMaGwEbdUj1i,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
1y35IO1AgYGWNwBTCWeaigES9l9BW_sPx,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
1y5GJALE1DfWl2hF0x34wRK5l8gZGi1Q9,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
1y6b0f-6QupXYQsByEvnL3CO-pUs4dzcq,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PET,PET,NA,Orange,Orange,Fiber,Fiber,NA,NA,NA,nominal
1y7xEAr3bU1F6HV-4lDiSUdg0F879WNyR,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PET,PET,NA,Orange,Orange,Fiber,Fiber,NA,NA,NA,nominal
1yWvjYzvK9-pz0Kue2fWYNit55gWDffWJ,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,Other Plastic,PS or PVC or PET or PE,NA,White,White,Fragment,Fragment,NA,NA,NA,nominal
1yXJxEqnSCmPxJq51cgFsRNfB0lgtAL5e,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
1y_xkvuEjVOu5dc3vB4qy9JmJK5lVuVv8,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,Other Plastic,PS or PVC or PET or PE,NA,White,White,Fragment,Fragment,NA,NA,NA,nominal
1ynoYFdLzZDyuBO4wxQi1wiCfly3d5foq,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
1ywYldGU2-kcEcHsGOTiWFyv1QpshsY81,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
1z13c0b3fdmjMrXbNXqEXgL4LTf36hj6-,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
1wmkqoUMAWjwR1_bfMFHrrwgJDJgXx2Tm,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
1wrcn87vH5P_C6FEcauV7vyTd_xBTLLX3,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,Other Plastic,PS or PET or PE,NA,White,White,Fragment,Fragment,NA,NA,NA,nominal
1wtwYJOcMfIyGKya_dPxDb73E-O8ANljJ,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,Other Plastic,PS or PVC or PET or PE,NA,White,White,Fragment,Fragment,NA,NA,NA,nominal
1wzbavWNnqvg4dRnAMP7a7tXyr5r0_M-Y,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,Other Plastic,PS or PVC or PET or PE,NA,White,White,Fragment,Fragment,NA,NA,NA,nominal
1x4bsOL3kAT3eKyJtJ1PBEajDpsveBu5a,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,Other Plastic,PS or PET or PE,NA,White,White,Fragment,Fragment,NA,NA,NA,nominal
1xEnxy3_VK9pWpkvbkdVUcUd-YBzJkRKh,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
1xEuFfbq4PF9lOKxL-fKWphA8JI27oJXN,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
1xF7FU-f_toMKGZSYmuTwteLKtMc7jbzU,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
1xFdZQfh80CjAZ7IPOwW-vHlJcfIF4iuf,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
1xVq7rF6JxlWvGhD78V6ms8xbnn87HXyY,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
1xJO6rleApbqNlGgvLeZUknWgyNyJdZmL,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
1xeOBqoJW-LSHyiztU3_T9ISscCYR4Zoy,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PET,PET,NA,Orange,Orange,Fiber,Fiber,NA,NA,NA,nominal
1xgU4YuSMStBKaClEY2B-STuVREgMVDHy,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PET,PET,NA,Orange,Orange,Fiber,Fiber,NA,NA,NA,nominal
1xxzwFxi5_XY5jnUVIXwQYvlE245VRunE,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PET,PET,NA,Orange,Orange,Fiber,Fiber,NA,NA,NA,nominal
1w9Mre-J5Ryb5VuSNak1zbg6U5PEdM9Ni,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,Organic Matter,cotton,NA,Red,Red,Fiber,Fiber,NA,NA,NA,nominal
1wCqW4hlLpHAJ8-tBDdRppMEfyq96vIRw,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,Other Plastic,PS or PVC or PET or PE,NA,White,White,Fragment,Fragment,NA,NA,NA,nominal
1wDNjI3ifoYhBzpXrb5Z5rIaR6zMM4rrY,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
1wEUXZKF877xJkue1S1NQXZt3hK6pv3DI,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,Organic Matter,cotton,NA,Red,Red,Fiber,Fiber,NA,NA,NA,nominal
1wEwvWtf59L9upi9KCTgx2i4TcHFfDLyF,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,Organic Matter,cotton,NA,Red,Red,Fiber,Fiber,NA,NA,NA,nominal
1wGFEZ0yOUxldCHtJoExLqMfRtHuzVNaI,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,Organic Matter,cotton,NA,Red,Red,Fiber,Fiber,NA,NA,NA,nominal
1wHhgGKVENg3uhj0vvTcpByihvqDIku3n,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
1wTN2iSD04NEA0s-Shc0-ztSFy5rfa_A_,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
1wUplcKT6nvZChSvCoxWJp_wESOeVKC4c,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
